subjectID,HIP-rh,AMY-rh,pTHA-rh,aTHA-rh,NAc-rh,GP-rh,PUT-rh,CAU-rh,HIP-lh,AMY-lh,pTHA-lh,aTHA-lh,NAc-lh,GP-lh,PUT-lh,CAU-lh
sub-IXI086,0.5439538,0.68083143,0.4020223,0.4249535,0.6747,0.10836678,0.5130515,0.49444968,0.578987,0.6447495,0.4627769,0.42694083,0.6830179,0.055066884,0.44913903,0.5760255
sub-IXI261,0.47926185,0.5616039,0.41608644,0.45124075,0.60489464,0.105523966,0.42294443,0.47265053,0.5090792,0.6141051,0.4097694,0.4133667,0.55673635,0.045596022,0.41369078,0.4411957
sub-IXI387,0.55962867,0.6440782,0.3647024,0.35766464,0.6074791,0.10735688,0.52923995,0.42960113,0.5616603,0.61640936,0.40194994,0.39071324,0.5867698,0.09098364,0.5138783,0.48333663
sub-IXI630,0.5718554,0.6894242,0.3525584,0.45444322,0.62437236,0.116366275,0.4835689,0.50268346,0.58396614,0.68539673,0.40457982,0.4243401,0.6862481,0.079568975,0.47812942,0.5779583
sub-IXI417,0.5601323,0.603187,0.37586787,0.37269115,0.52243656,0.10079979,0.43185648,0.4193076,0.5538731,0.61622036,0.3791643,0.3824535,0.49502608,0.07311019,0.3892934,0.39293635
sub-IXI015,0.57117677,0.6893053,0.34427512,0.3132163,0.70284563,0.14293274,0.54505855,0.54760194,0.61632514,0.7028561,0.3759498,0.36954346,0.72159594,0.060784813,0.51884055,0.622063
sub-IXI555,0.45260173,0.5333775,0.30484295,0.39239955,0.4310765,0.16362067,0.3751071,0.34798393,0.45108104,0.517583,0.39304242,0.39313525,0.4695768,0.12452617,0.35804904,0.39203775
sub-IXI296,0.5273244,0.58715683,0.3575999,0.4179052,0.53897786,0.08839155,0.47498313,0.5110644,0.5260751,0.56341076,0.3994072,0.4364327,0.56186396,0.054686826,0.45073956,0.5317877
sub-IXI071,0.51452506,0.60168695,0.39873317,0.44377327,0.5289667,0.106748626,0.44082686,0.45251247,0.51761055,0.58391595,0.4459072,0.47738048,0.5766401,0.043412037,0.4026495,0.55024564
sub-IXI197,0.5354252,0.5933997,0.4225126,0.4577166,0.5728396,0.08163419,0.45209515,0.5012911,0.5279473,0.5703631,0.46136075,0.48667634,0.61685395,0.035322454,0.41070893,0.5290398
sub-IXI289,0.5744519,0.6591964,0.4572697,0.45551318,0.55066514,0.1611782,0.4974753,0.53006864,0.5755259,0.65534735,0.48820385,0.4505599,0.5530832,0.10451136,0.4704212,0.575801
sub-IXI519,0.5995429,0.6825482,0.34679818,0.35861558,0.6363743,0.13700679,0.5464647,0.47338587,0.6057869,0.65091556,0.4070563,0.35895064,0.62091446,0.06914451,0.5355277,0.49967608
sub-IXI618,0.5837516,0.648816,0.4281557,0.3737445,0.5633513,0.09343615,0.6015503,0.4490367,0.5461601,0.6496525,0.44595397,0.34780815,0.63480043,0.04597023,0.5322185,0.510318
sub-IXI104,0.5525439,0.6041733,0.35440212,0.3917216,0.5233424,0.12992518,0.4248859,0.38596705,0.5580967,0.6060863,0.41001925,0.40847287,0.5378384,0.050321203,0.42805794,0.43209514
sub-IXI506,0.5587562,0.62406594,0.38326833,0.4731567,0.58212054,0.07669902,0.49810353,0.5039629,0.551001,0.61021805,0.40381882,0.40797976,0.60922515,0.040969085,0.46650112,0.5597185
sub-IXI022,0.54650986,0.7160421,0.40122783,0.29628083,0.6739759,0.1479955,0.5892995,0.5188052,0.57155746,0.72577626,0.44873053,0.33577475,0.6845453,0.07198361,0.576744,0.57950747
sub-IXI415,0.5048064,0.5880219,0.4160723,0.49346915,0.5460002,0.14292563,0.5326683,0.4535803,0.47455284,0.5724459,0.49252892,0.43835264,0.52841985,0.05677827,0.47962973,0.4767237
sub-IXI303,0.5646303,0.5915772,0.44819942,0.50567585,0.6020304,0.08415871,0.517563,0.47284058,0.5850656,0.5616248,0.50390285,0.5453932,0.65013874,0.025800625,0.4073586,0.55114466
sub-IXI385,0.49291676,0.54232794,0.34789538,0.37163255,0.6452529,0.17757319,0.498751,0.52265406,0.5285822,0.61584723,0.42978904,0.40180033,0.6143774,0.08949686,0.48418063,0.590347
sub-IXI499,0.42725205,0.5357507,0.3230379,0.28811982,0.62467456,0.22604899,0.48681265,0.5251678,0.46504727,0.5511792,0.38223937,0.3136221,0.66311985,0.1463506,0.52717954,0.586057
sub-IXI263,0.5707999,0.6523923,0.38745213,0.36417177,0.6013405,0.11563927,0.4627084,0.48097333,0.57667595,0.622217,0.4065237,0.42639947,0.6145754,0.07785518,0.43307889,0.5486195
sub-IXI084,0.5310228,0.58048946,0.33726507,0.30335966,0.5393415,0.070004635,0.42857003,0.42593375,0.54564965,0.57658863,0.3375494,0.34752902,0.56103516,0.03103687,0.3917165,0.49412847
sub-IXI414,0.5053565,0.57049745,0.32679066,0.34580413,0.48118177,0.13639164,0.41214165,0.37068316,0.5010247,0.53945804,0.3715865,0.36473545,0.49754283,0.11286291,0.38903296,0.44744685
sub-IXI317,0.49889585,0.57338786,0.34434646,0.3825172,0.6185595,0.112080574,0.60123885,0.5473371,0.49133042,0.55433583,0.36777014,0.36122593,0.6783462,0.052325502,0.565004,0.5395014
sub-IXI262,0.56802344,0.6617727,0.40957367,0.4087077,0.5582128,0.11160524,0.48418468,0.4372955,0.56257564,0.63681895,0.45271134,0.4454485,0.5564652,0.07694282,0.4362457,0.510957
sub-IXI085,0.61675304,0.7185984,0.40465438,0.3525346,0.6113668,0.13096163,0.52631605,0.5199046,0.63496363,0.7006393,0.41298673,0.35276824,0.6037679,0.06644357,0.49520373,0.57568616
sub-IXI384,0.4186903,0.4513755,0.32168505,0.34486207,0.5022961,0.08073036,0.3515339,0.35242003,0.4153299,0.45268756,0.3651583,0.37862808,0.47122505,0.036255278,0.34223166,0.36143544
sub-IXI498,0.47528833,0.48098883,0.34892222,0.45759496,0.5161962,0.14428115,0.43389538,0.43768346,0.47931182,0.52940017,0.32842937,0.43488014,0.5451453,0.08067637,0.41265267,0.45123407
sub-IXI447,0.50134397,0.57865167,0.42659754,0.49474615,0.51513696,0.08885417,0.42433038,0.3683598,0.49587148,0.5436792,0.50191885,0.44749928,0.50537133,0.039948437,0.40004498,0.42136064
sub-IXI344,0.5485055,0.58830833,0.42412305,0.4858823,0.518852,0.07854641,0.41070914,0.42544964,0.5552289,0.6078551,0.49995986,0.49595705,0.55354184,0.04038747,0.39614594,0.4601093
sub-IXI288,0.55432487,0.5952728,0.4313585,0.4540771,0.6299499,0.15449953,0.5981593,0.5616998,0.48777133,0.51447874,0.46231434,0.4240863,0.62213206,0.082572654,0.5103279,0.5819059
sub-IXI196,0.50604844,0.60580677,0.37547168,0.4313193,0.5987486,0.14201014,0.5135047,0.4703844,0.49417174,0.58446485,0.41435915,0.4762798,0.5900289,0.074726835,0.48014873,0.53467375
sub-IXI070,0.54544234,0.6423649,0.4373013,0.48472703,0.6808956,0.09367328,0.56048185,0.53159356,0.5715604,0.6129913,0.48493937,0.5175735,0.6592874,0.04235782,0.55333143,0.60825485
sub-IXI248,0.54075795,0.5961481,0.30141556,0.2775635,0.47951555,0.1115717,0.43892998,0.382832,0.52736515,0.5377279,0.3448949,0.31420806,0.47683033,0.05557025,0.43151987,0.4507951
sub-IXI554,0.5764441,0.66383857,0.385853,0.3310327,0.5680044,0.136176,0.49434236,0.53865844,0.52626383,0.5531001,0.42454463,0.3488189,0.5832048,0.06540321,0.48235175,0.5481926
sub-IXI023,0.53105825,0.6532799,0.38709742,0.38606364,0.6774503,0.13013859,0.62471473,0.53205085,0.57455474,0.6643421,0.40770647,0.4158251,0.6713571,0.06906534,0.58586675,0.5913408
sub-IXI478,0.62825197,0.6554201,0.4030916,0.47479293,0.68051183,0.084009975,0.5059265,0.5327061,0.6139228,0.6626605,0.48526785,0.5101727,0.686306,0.013273932,0.4399075,0.5646721
sub-IXI507,0.5562672,0.6725832,0.41208795,0.45990008,0.5947237,0.14524102,0.48812586,0.41101727,0.5600836,0.6097119,0.46574554,0.43976042,0.58099025,0.06606587,0.5102875,0.4464926
sub-IXI619,0.6022088,0.7344009,0.39987987,0.3479796,0.62672246,0.13258214,0.6133146,0.550738,0.60848343,0.7014907,0.43373293,0.3691101,0.6821022,0.067647226,0.5599346,0.62475514
sub-IXI105,0.6036912,0.6722093,0.3998705,0.37605485,0.6437951,0.106943466,0.50173134,0.47313645,0.6113772,0.66647863,0.43933064,0.38498288,0.6277795,0.0557834,0.5353431,0.5415872
sub-IXI518,0.45637956,0.55030704,0.1984898,0.25266117,0.533287,0.18583548,0.44879824,0.44783807,0.4609269,0.547761,0.23754779,0.24894625,0.5449039,0.11323929,0.43792585,0.49310145
sub-IXI606,0.54494816,0.62631285,0.43710792,0.47581694,0.60874355,0.13149115,0.5154939,0.45062792,0.59064895,0.6625227,0.50097823,0.4827903,0.5653617,0.04826306,0.4880764,0.46779895
sub-IXI541,0.544502,0.5476884,0.389551,0.50142336,0.62674505,0.08892257,0.50097954,0.45377606,0.5401409,0.51447546,0.45728076,0.54849356,0.6493475,0.03625456,0.42389086,0.5600052
sub-IXI158,0.48653618,0.53508776,0.34467983,0.4056573,0.4444336,0.11475303,0.39497766,0.3918108,0.4716014,0.51866275,0.35805112,0.3856751,0.45502222,0.0653058,0.38329697,0.40251645
sub-IXI246,0.5081388,0.5565108,0.34778243,0.35656467,0.57870114,0.0904478,0.4437067,0.47996017,0.49910936,0.5625118,0.3283875,0.32880574,0.58871794,0.052524097,0.44875398,0.53570056
sub-IXI259,0.4678598,0.48559815,0.3620725,0.41376248,0.51576775,0.10757499,0.39235762,0.38766354,0.50864655,0.54210544,0.4151929,0.42850268,0.52258813,0.05392467,0.3952992,0.41437244
sub-IXI061,0.5283368,0.5536248,0.3301295,0.3044118,0.56271607,0.1169331,0.4067884,0.44424528,0.51069933,0.5647841,0.2957205,0.33510575,0.59780014,0.063455716,0.39959636,0.4899396
sub-IXI299,0.4949184,0.5703285,0.3973898,0.407221,0.5426711,0.15107399,0.44372523,0.47030246,0.510973,0.58267486,0.43059197,0.44854763,0.5649671,0.084521346,0.44144237,0.5431001
sub-IXI469,0.7206895,0.6760482,0.42567426,0.44769827,0.73091537,0.07563088,0.5717485,0.5087342,0.69162834,0.67009753,0.45294008,0.49583998,0.75916684,0.011212539,0.512609,0.5856436
sub-IXI340,0.66324514,0.7136102,0.4885211,0.5448562,0.686776,0.07819526,0.5673061,0.5616963,0.6784871,0.6796195,0.5039135,0.54927486,0.73457444,0.009919628,0.46919495,0.5934821
sub-IXI405,0.5301657,0.60396785,0.37874314,0.4482892,0.5672733,0.10024948,0.4698991,0.48818624,0.53104955,0.5853221,0.43171707,0.43821746,0.6100305,0.034072723,0.42062953,0.5485685
sub-IXI121,0.52719826,0.7179422,0.41778237,0.3747216,0.66668785,0.13858111,0.5542789,0.5860722,0.55952567,0.67216784,0.45055994,0.3824663,0.65785867,0.06944493,0.49920768,0.6358593
sub-IXI622,0.5741996,0.60319614,0.44446066,0.46689135,0.6209506,0.13043481,0.5907014,0.51653063,0.5705959,0.6384887,0.4593338,0.42117366,0.6141801,0.07056052,0.5592619,0.5636066
sub-IXI456,0.4639683,0.53902566,0.31732303,0.29977098,0.48110262,0.0948095,0.4355621,0.3820533,0.46545434,0.5395061,0.37905845,0.35439414,0.48724878,0.056620162,0.39655426,0.37733296
sub-IXI172,0.57761115,0.72438055,0.39452875,0.4218506,0.7199797,0.1567766,0.48242316,0.67856324,0.59286875,0.72252387,0.46152592,0.44975215,0.7844175,0.11370452,0.47114077,0.6448519
sub-IXI489,0.5319714,0.6201971,0.43844867,0.41786546,0.5903029,0.2535555,0.6074845,0.54631895,0.53791356,0.6230554,0.4680818,0.39413375,0.56442976,0.14582856,0.5748046,0.6309694
sub-IXI221,0.65028685,0.67043227,0.4189959,0.3451595,0.70395684,0.123185754,0.6115225,0.46797413,0.6527997,0.61759245,0.43697533,0.34486693,0.6454022,0.06884196,0.5785634,0.5244403
sub-IXI623,0.62511826,0.79407215,0.4189444,0.39582235,0.6431561,0.14907365,0.5659692,0.545949,0.62973773,0.78305626,0.46252292,0.44726112,0.6850561,0.07863602,0.5684041,0.60448563
sub-IXI522,0.59235144,0.6737377,0.39813185,0.3984179,0.6523748,0.13742231,0.5229835,0.5032906,0.5960711,0.6761221,0.43089554,0.39544645,0.6620577,0.071439356,0.5375114,0.5617551
sub-IXI120,0.49929264,0.61562526,0.3394221,0.35965353,0.59425545,0.08719835,0.44054636,0.40837732,0.49556175,0.6016272,0.38548237,0.3757502,0.5775929,0.024442459,0.41958097,0.51182085
sub-IXI404,0.49355847,0.6252931,0.2543696,0.24501568,0.54124767,0.11993535,0.388149,0.4873313,0.54894143,0.6275294,0.2601998,0.25157356,0.555104,0.065391526,0.3541723,0.406871
sub-IXI442,0.71565187,0.74663186,0.43348247,0.4556483,0.6756162,0.13508926,0.48668617,0.5535553,0.7698686,0.6777688,0.4834672,0.50517327,0.7002533,0.024192002,0.40035293,0.6052375
sub-IXI019,0.6257943,0.694069,0.43067324,0.5058438,0.6018668,0.086405836,0.47638527,0.48104572,0.61235046,0.67927486,0.47695744,0.48920953,0.6193351,0.03853814,0.39485785,0.5209727
sub-IXI488,0.5266859,0.64794624,0.39608893,0.38067567,0.6099535,0.2270396,0.5621975,0.5026915,0.5380208,0.6428136,0.4547521,0.3349417,0.5601124,0.11574047,0.5242865,0.528651
sub-IXI457,0.83039707,0.86961544,0.44660628,0.4581801,0.6837172,0.2616734,0.6335112,0.61850446,0.77909714,0.8183749,0.47237417,0.40549546,0.7321676,0.13805835,0.5694094,0.6968416
sub-IXI448,0.53196466,0.5243887,0.2664333,0.33202875,0.50249326,0.11276168,0.44356233,0.3999688,0.5042724,0.5564583,0.32683352,0.25805217,0.49748158,0.030358724,0.3989498,0.40007058
sub-IXI186,0.53716487,0.62884086,0.41969535,0.4641644,0.5514843,0.09714789,0.48228127,0.43342534,0.5608077,0.62025034,0.4610299,0.44496056,0.5948027,0.05072506,0.45033827,0.5140344
sub-IXI298,0.60618085,0.63978696,0.32702097,0.27138385,0.47090152,0.094153374,0.4424982,0.38659605,0.5858335,0.6368927,0.33012325,0.30576316,0.4897341,0.05124682,0.41203505,0.45046556
sub-IXI060,0.64770335,0.73401064,0.43168357,0.4429508,0.66241735,0.13557559,0.5481595,0.5282563,0.6445866,0.7126291,0.47073767,0.47967982,0.70321023,0.051872216,0.5261343,0.60023737
sub-IXI258,0.51144236,0.5874303,0.3733349,0.38161135,0.7076215,0.23661691,0.50244296,0.5536755,0.5600006,0.6130112,0.40085343,0.42049408,0.73618287,0.10297699,0.50454783,0.6299747
sub-IXI146,0.5794688,0.67385674,0.46433654,0.3734667,0.5652925,0.13314107,0.5504101,0.39728996,0.57957244,0.6386785,0.46688187,0.382881,0.5690247,0.057103384,0.5034619,0.4511845
sub-IXI247,0.5213057,0.66123754,0.39032847,0.3925595,0.5982254,0.11059255,0.4723332,0.4841548,0.5004263,0.65268403,0.4210039,0.42668286,0.6150381,0.061620407,0.44520465,0.5602656
sub-IXI508,0.4637287,0.5383189,0.3113986,0.37072814,0.56698334,0.15963353,0.42662573,0.44790232,0.47499543,0.55032116,0.3391624,0.37894908,0.575278,0.10996859,0.428039,0.51021004
sub-IXI310,0.55349314,0.5376103,0.4364601,0.5615677,0.5848763,0.07498032,0.5178706,0.42985493,0.58166736,0.51650375,0.47666973,0.5792146,0.59542996,0.014240361,0.38386384,0.46671584
sub-IXI057,0.5971129,0.6606981,0.41202518,0.38858938,0.5897704,0.21017955,0.5577656,0.41454643,0.58614993,0.6080179,0.46819705,0.40397397,0.5429743,0.09968091,0.55227196,0.4450169
sub-IXI455,0.4857025,0.6264584,0.3954905,0.43977553,0.5257918,0.09020545,0.45117733,0.41624185,0.5129001,0.5817138,0.4773966,0.4225252,0.48019606,0.054277554,0.37051526,0.4731787
sub-IXI396,0.5957873,0.6604167,0.363859,0.3747168,0.62493473,0.17500854,0.5984832,0.54616886,0.5868259,0.6878374,0.34753147,0.36711985,0.62853587,0.097083196,0.56665564,0.5838859
sub-IXI389,0.5810992,0.6305125,0.41560984,0.42678782,0.54370284,0.11445884,0.5194101,0.39946476,0.57059914,0.635175,0.43322912,0.43574366,0.5811182,0.06893849,0.49252042,0.4322937
sub-IXI406,0.5683112,0.65523285,0.3973586,0.4393443,0.4934157,0.14651845,0.45270336,0.4085078,0.55434585,0.6460116,0.4611972,0.4780274,0.542347,0.1512343,0.42059514,0.45622817
sub-IXI122,0.54712945,0.645492,0.3894729,0.34482926,0.6368253,0.13900828,0.56650174,0.51875776,0.5458775,0.63499624,0.4017664,0.37442583,0.7066716,0.061988037,0.5066512,0.6057625
sub-IXI621,0.6086309,0.69007754,0.42569005,0.4654861,0.5620383,0.06717473,0.43191633,0.42909443,0.5846812,0.672645,0.50093436,0.5242833,0.58628684,0.022050362,0.39364502,0.48850715
sub-IXI108,0.6195614,0.67495805,0.38827682,0.40139768,0.5485457,0.08738266,0.42567772,0.43648177,0.6028632,0.7095802,0.44310457,0.4056895,0.6068879,0.042922832,0.42930135,0.50489086
sub-IXI614,0.6174462,0.75632507,0.3741443,0.31322905,0.6942214,0.2571339,0.60770863,0.5873071,0.62688065,0.76622695,0.3956912,0.3584137,0.6969558,0.121907026,0.6468233,0.6472604
sub-IXI553,0.64738643,0.6372814,0.43950397,0.49127457,0.69684637,0.10251238,0.6558092,0.5891008,0.6660175,0.6344439,0.42801157,0.48370084,0.7506399,0.013782792,0.5015533,0.68309325
sub-IXI031,0.6406636,0.72878623,0.42387593,0.37637576,0.66939634,0.109918125,0.5541186,0.49854377,0.6379158,0.71105444,0.46458694,0.406683,0.69123864,0.04945725,0.5088111,0.5719719
sub-IXI559,0.45034698,0.5928184,0.22484155,0.30241254,0.40100887,0.06998036,0.3294684,0.35136446,0.47584516,0.5736205,0.24340509,0.30266938,0.4240403,0.03292871,0.33197153,0.39160046
sub-IXI062,0.5919555,0.6894827,0.4118258,0.40861022,0.7690707,0.13200426,0.58522546,0.53255975,0.5868781,0.6587755,0.42830124,0.4373796,0.71561176,0.074157484,0.58059263,0.5829086
sub-IXI363,0.54577285,0.6160412,0.3419326,0.37276924,0.46451208,0.17953497,0.43075958,0.43836936,0.5535418,0.60884583,0.39646745,0.42932567,0.5293872,0.103981465,0.44480547,0.47359082
sub-IXI184,0.5213487,0.66516745,0.33904114,0.28174442,0.66955566,0.121180415,0.5589608,0.51799786,0.53082496,0.6679251,0.35908264,0.34948918,0.7072834,0.0541762,0.52376115,0.5792374
sub-IXI586,0.6191209,0.77230614,0.39356494,0.30286434,0.69028926,0.12116733,0.51587665,0.49812225,0.6907634,0.817289,0.43161538,0.3338532,0.6795347,0.06643985,0.55906284,0.5799128
sub-IXI030,0.64130133,0.6906648,0.36863294,0.38382846,0.6487859,0.10438799,0.5293405,0.53690964,0.60986626,0.7550298,0.4144896,0.431952,0.66851467,0.053244833,0.51257926,0.61857134
sub-IXI109,0.54066163,0.6702739,0.41923928,0.39229417,0.62082255,0.10050963,0.46072364,0.4958098,0.56607246,0.6448251,0.41592512,0.38740143,0.6329374,0.040429275,0.45913294,0.5581443
sub-IXI362,0.58396596,0.67877007,0.34588268,0.30662915,0.64120746,0.15989107,0.5287957,0.5460272,0.60489106,0.6904274,0.3883753,0.36072356,0.61712736,0.07603944,0.49568623,0.61019695
sub-IXI185,0.42617777,0.5708769,0.36686787,0.44049922,0.5362311,0.14346443,0.5027038,0.44405195,0.42232117,0.5736334,0.4528142,0.3938057,0.55306756,0.05233636,0.44049057,0.46165326
sub-IXI284,0.5386431,0.58848417,0.3031481,0.3257498,0.5144361,0.07010886,0.39427724,0.3995181,0.51063275,0.5785876,0.36178938,0.37167704,0.5408779,0.032939628,0.390853,0.46827012
sub-IXI063,0.61812395,0.7493168,0.39547053,0.38084772,0.63310426,0.14567827,0.49364886,0.5233085,0.62439805,0.71002275,0.42129982,0.44493765,0.67381036,0.08683741,0.44640553,0.5994545
sub-IXI646,0.5070879,0.55703235,0.2661631,0.2916845,0.4814855,0.12949641,0.44164696,0.45781374,0.42486864,0.46603206,0.3232491,0.32945955,0.5069687,0.04725942,0.36955535,0.45871434
sub-IXI244,0.47093707,0.56062174,0.42161474,0.48184955,0.5110488,0.06956168,0.41807458,0.37984082,0.47105923,0.5388736,0.4785791,0.51853037,0.5438141,0.050278816,0.3684039,0.44465387
sub-IXI572,0.4613452,0.56950516,0.29519957,0.31037325,0.6059486,0.088864625,0.49734598,0.48338786,0.5127509,0.5935186,0.3297137,0.35998124,0.59177166,0.03664004,0.4971103,0.54246193
sub-IXI170,0.5204396,0.6031101,0.34086853,0.37953946,0.5659411,0.12070346,0.47906747,0.46716762,0.5032043,0.5965509,0.38133422,0.41105357,0.56968343,0.072939016,0.44209123,0.5524663
sub-IXI454,0.5749648,0.6731728,0.3967786,0.31497657,0.61187863,0.16045944,0.5246537,0.5189148,0.5750773,0.6658424,0.40981382,0.3198473,0.6600244,0.10514758,0.516852,0.58287287
sub-IXI056,0.6687254,0.78096765,0.42516184,0.38423678,0.7215031,0.12980565,0.6709471,0.5055261,0.6523761,0.74364513,0.48291487,0.4182012,0.7320471,0.06806983,0.6371278,0.6012449
sub-IXI123,0.51217663,0.5881477,0.361658,0.34377223,0.53182787,0.07376399,0.44955713,0.39130855,0.49859092,0.5536073,0.39228487,0.3701484,0.5627535,0.040048122,0.42220694,0.45101655
sub-IXI521,0.56772065,0.689533,0.302334,0.33879253,0.5628911,0.1332421,0.4813527,0.45778644,0.55833966,0.63557684,0.37188566,0.41860604,0.5756099,0.061610334,0.41621736,0.5032924
sub-IXI407,0.5448344,0.6280019,0.39741424,0.46625677,0.5038913,0.169201,0.44413656,0.38872018,0.5327714,0.5871771,0.42189056,0.45717272,0.52282685,0.103446394,0.40878478,0.46516648
sub-IXI304,0.47901666,0.6296823,0.29151413,0.34099367,0.52770436,0.14960161,0.39816052,0.4223094,0.50466883,0.55073476,0.2859715,0.32441643,0.5439486,0.062697046,0.36691657,0.47295603
sub-IXI066,0.48984203,0.65961945,0.42198032,0.5437602,0.5606557,0.07075543,0.3784149,0.41990608,0.5097145,0.64296126,0.47611928,0.52593404,0.5558393,0.032628544,0.36848664,0.47716805
sub-IXI079,0.5172093,0.6001858,0.39007387,0.4563387,0.47061178,0.053855374,0.40333712,0.37146908,0.49328223,0.58116466,0.42983878,0.45800933,0.48948666,0.04579672,0.38752228,0.4181972
sub-IXI643,0.569126,0.6921194,0.33270755,0.3052707,0.62523204,0.16390148,0.49431095,0.48005596,0.59987307,0.68364745,0.4337861,0.33924323,0.6445462,0.15301916,0.5246873,0.51696974
sub-IXI241,0.62725705,0.7704206,0.3845106,0.43140188,0.6791622,0.110558346,0.5397597,0.5446892,0.62742215,0.6994772,0.42642242,0.46390063,0.7407686,0.050635956,0.49704468,0.64930755
sub-IXI437,0.50831014,0.60384834,0.36099616,0.37418413,0.55627596,0.12217041,0.46336478,0.41408926,0.5200999,0.629234,0.36373892,0.3399109,0.5354484,0.077070914,0.4297827,0.43471944
sub-IXI334,0.577111,0.683889,0.4015307,0.45569697,0.57563186,0.16871427,0.5089243,0.49230367,0.58835673,0.6168753,0.44134942,0.445712,0.58055615,0.08390073,0.4720079,0.52780783
sub-IXI588,0.57378656,0.6140669,0.40787956,0.48060542,0.63014627,0.05330023,0.40548462,0.47681424,0.5846048,0.6138267,0.4758951,0.5056831,0.6496767,0.0076661636,0.31801257,0.55506617
sub-IXI428,0.5135549,0.6050303,0.34144202,0.3327934,0.5426224,0.1752236,0.47518605,0.45964986,0.5016157,0.5810959,0.37436548,0.35101596,0.624842,0.08826424,0.46327275,0.560185
sub-IXI610,0.56716126,0.6041403,0.37868622,0.44499093,0.67281365,0.20996669,0.51090705,0.4482901,0.5639383,0.63178885,0.43573466,0.431686,0.6167191,0.11058227,0.49247575,0.46854845
sub-IXI524,0.5971936,0.63924235,0.324055,0.3170676,0.606942,0.12117815,0.5068035,0.46776614,0.57353795,0.58873343,0.40247312,0.41395327,0.6141176,0.04799567,0.4720224,0.5027312
sub-IXI625,0.59700227,0.69574237,0.40834117,0.456259,0.63544375,0.103396766,0.47729868,0.595755,0.60665506,0.65974647,0.45977458,0.47109947,0.6491789,0.058082182,0.45898953,0.6804264
sub-IXI347,0.6293459,0.66450614,0.41503933,0.48938432,0.7026132,0.08220213,0.572637,0.5489905,0.6219354,0.608272,0.42732617,0.5235341,0.71380985,0.010539292,0.42913806,0.6035703
sub-IXI402,0.4713624,0.6108062,0.35278326,0.42978486,0.5273472,0.06813367,0.4598098,0.38079756,0.49396586,0.5785582,0.4204554,0.45396438,0.54605544,0.031189809,0.4302885,0.45032325
sub-IXI577,0.49088225,0.5726433,0.3100006,0.37702167,0.5916935,0.083629765,0.489105,0.5056958,0.48220277,0.54560906,0.3872841,0.4542487,0.54857445,0.12315725,0.4517386,0.5457067
sub-IXI274,0.45936713,0.52199835,0.28548345,0.32990673,0.51888484,0.18885215,0.4531974,0.39845324,0.45402768,0.4897839,0.35933828,0.33854577,0.4577423,0.081628166,0.43755886,0.39710933
sub-IXI314,0.53170085,0.64516467,0.37882394,0.45244917,0.721541,0.063757084,0.49746242,0.5594111,0.5958294,0.60554266,0.4171238,0.5009377,0.7236777,0.007558191,0.41672862,0.5954221
sub-IXI403,0.57262135,0.66693306,0.43416345,0.47553045,0.48151937,0.084804386,0.43506163,0.39196813,0.5723974,0.63962513,0.48646957,0.49606073,0.5077643,0.041119084,0.3906326,0.4406851
sub-IXI300,0.6441356,0.736179,0.43584985,0.361306,0.76118624,0.16616422,0.6265246,0.6001337,0.6452375,0.7036499,0.44820565,0.37970924,0.8176489,0.098207206,0.5984245,0.6540732
sub-IXI226,0.63257086,0.57512265,0.34698063,0.34486926,0.67598814,0.14732845,0.497517,0.49241388,0.5617821,0.5338979,0.37504086,0.3977907,0.7045529,0.10856777,0.48795426,0.54656655
sub-IXI525,0.6202057,0.6611514,0.3837499,0.36120418,0.59323764,0.10247668,0.41409782,0.44891936,0.622383,0.6872939,0.38466707,0.36876282,0.62890154,0.06641328,0.41811764,0.5061605
sub-IXI315,0.6317266,0.5888277,0.4295856,0.46188828,0.65025455,0.070325196,0.5780516,0.52646995,0.5873856,0.55382854,0.45519266,0.52772146,0.71724355,0.010843459,0.44951615,0.6131815
sub-IXI052,0.65952784,0.68749607,0.38036954,0.3247316,0.64522845,0.12079015,0.51523525,0.54538405,0.66937125,0.7190198,0.39413407,0.33402225,0.6560375,0.07345589,0.5217678,0.593901
sub-IXI450,0.52294374,0.6369971,0.45674533,0.4959366,0.54171664,0.19833495,0.47228432,0.4624267,0.50627244,0.58743495,0.5435437,0.43185255,0.5543448,0.13402791,0.44868025,0.44884378
sub-IXI569,0.6297091,0.70431995,0.4860108,0.49618873,0.6607015,0.15549466,0.4839368,0.49853066,0.60034204,0.70109755,0.51082176,0.5084251,0.64843345,0.06720798,0.44049826,0.5437688
sub-IXI275,0.6231615,0.70858383,0.35207623,0.28155798,0.6507974,0.12878169,0.5096266,0.5127203,0.6399143,0.7518013,0.3875489,0.31570202,0.7769033,0.07283222,0.49512175,0.5966898
sub-IXI240,0.5517823,0.630338,0.3756072,0.35364738,0.60736257,0.1263274,0.5586626,0.39621982,0.52906835,0.6097144,0.3962018,0.3674448,0.5850439,0.06525365,0.5194989,0.4529053
sub-IXI181,0.5852939,0.7339919,0.30699563,0.30992043,0.7582486,0.13602771,0.5767874,0.61152023,0.616751,0.7032563,0.3090918,0.29257017,0.7881405,0.056095276,0.54797626,0.6696042
sub-IXI379,0.46989015,0.5089026,0.3714821,0.40144426,0.4703514,0.11092545,0.4492747,0.35170835,0.4645717,0.5155086,0.41168875,0.39915487,0.46833733,0.05547604,0.42118055,0.38598263
